Epoch,Average_Reward,Best_Reward,Loss,Marginal_Gains,Duplicate_Rate
509,8.8625,9.2875,-1.503005,8.8625,5.00
510,9.0000,9.2875,-1.693862,9.0000,2.50
511,9.0625,9.2875,-1.514916,9.0625,0.00
512,8.7500,9.2875,-1.490783,8.7500,2.50
513,8.9875,9.2875,-1.840627,8.9875,0.00
514,8.8000,9.2875,-1.554396,8.8000,5.00
515,8.5875,9.2875,-1.542749,8.5875,0.00
516,9.1125,9.2875,-1.410965,9.1125,2.50
517,8.9000,9.2875,-1.474345,8.9000,2.50
518,9.0875,9.2875,-1.447828,9.0875,0.00
519,8.6000,9.2875,-1.603894,8.6000,5.00
520,8.9375,9.2875,-1.608706,8.9375,7.50
521,9.1500,9.2875,-1.638450,9.1500,0.00
522,8.9750,9.2875,-1.503290,8.9750,0.00
523,8.4875,9.2875,-1.285500,8.4875,2.50
524,8.7250,9.2875,-1.440841,8.7250,2.50
525,8.5625,9.2875,-1.524131,8.5625,5.00
526,9.0625,9.2875,-1.348045,9.0625,5.00
527,8.6125,9.2875,-1.567490,8.6125,12.50
528,8.6500,9.2875,-1.564561,8.6500,0.00
529,8.8250,9.2875,-1.247884,8.8250,5.00
530,8.9000,9.2875,-1.213067,8.9000,0.00
531,8.6125,9.2875,-1.466328,8.6125,7.50
532,8.7875,9.2875,-1.444449,8.7875,2.50
533,9.0250,9.2875,-1.436901,9.0250,2.50
534,8.8250,9.2875,-1.358174,8.8250,2.50
535,8.8500,9.2875,-1.492181,8.8500,2.50
536,8.9500,9.2875,-1.582520,8.9500,0.00
537,9.4125,9.4125,-1.458850,9.4125,0.00
538,9.0875,9.4125,-1.561512,9.0875,2.50
539,8.9625,9.4125,-1.663278,8.9625,0.00
540,8.7125,9.4125,-1.523015,8.7125,0.00
541,9.1000,9.4125,-1.362993,9.1000,2.50
542,8.8625,9.4125,-1.457594,8.8625,7.50
543,8.8125,9.4125,-1.559445,8.8125,5.00
544,9.1750,9.4125,-1.304462,9.1750,0.00
545,8.9250,9.4125,-1.355717,8.9250,0.00
546,8.8000,9.4125,-1.597479,8.8000,0.00
547,9.1250,9.4125,-1.519453,9.1250,0.00
548,8.8125,9.4125,-1.526613,8.8125,2.50
549,9.1375,9.4125,-1.513038,9.1375,0.00
550,8.9875,9.4125,-1.440317,8.9875,5.00
551,8.9625,9.4125,-1.455288,8.9625,2.50
552,8.7125,9.4125,-1.623621,8.7125,5.00
553,8.8625,9.4125,-1.461410,8.8625,0.00
554,9.3250,9.4125,-1.190524,9.3250,5.00
555,8.8125,9.4125,-1.480806,8.8125,2.50
556,8.6375,9.4125,-1.603662,8.6375,5.00
557,9.0500,9.4125,-1.513538,9.0500,0.00
558,9.1125,9.4125,-1.332016,9.1125,2.50
559,8.6500,9.4125,-1.346651,8.6500,7.50
560,8.5000,9.4125,-1.527783,8.5000,7.50
561,8.8750,9.4125,-1.067729,8.8750,7.50
562,9.0875,9.4125,-1.310872,9.0875,2.50
563,8.9500,9.4125,-1.687739,8.9500,0.00
564,8.7875,9.4125,-1.455022,8.7875,2.50
565,9.1500,9.4125,-1.334518,9.1500,7.50
566,8.6875,9.4125,-1.457401,8.6875,2.50
567,9.0250,9.4125,-1.233330,9.0250,2.50
568,9.0250,9.4125,-1.366490,9.0250,7.50
569,8.8625,9.4125,-1.425622,8.8625,2.50
570,9.1125,9.4125,-1.415212,9.1125,0.00
571,9.1250,9.4125,-1.534744,9.1250,7.50
572,8.9375,9.4125,-1.490298,8.9375,2.50
573,9.1250,9.4125,-1.420669,9.1250,0.00
574,8.9625,9.4125,-1.401088,8.9625,0.00
575,9.1375,9.4125,-1.456971,9.1375,0.00
576,9.1500,9.4125,-1.391446,9.1500,2.50
577,8.6500,9.4125,-1.540583,8.6500,0.00
578,8.7875,9.4125,-1.583359,8.7875,0.00
579,8.7875,9.4125,-1.407007,8.7875,5.00
580,8.9500,9.4125,-1.398291,8.9500,5.00
581,9.2000,9.4125,-1.112890,9.2000,5.00
582,8.9125,9.4125,-1.331662,8.9125,2.50
583,8.9000,9.4125,-1.359882,8.9000,0.00
584,9.2000,9.4125,-1.388646,9.2000,0.00
585,8.9875,9.4125,-1.265499,8.9875,0.00
586,8.9250,9.4125,-1.355258,8.9250,7.50
587,9.0000,9.4125,-1.508440,9.0000,5.00
588,8.9375,9.4125,-1.423568,8.9375,2.50
589,8.9875,9.4125,-1.554970,8.9875,0.00
590,9.1000,9.4125,-1.488278,9.1000,2.50
591,8.9625,9.4125,-1.491619,8.9625,0.00
592,9.1625,9.4125,-1.376754,9.1625,0.00
593,9.1750,9.4125,-1.360897,9.1750,2.50
594,9.1000,9.4125,-1.455375,9.1000,0.00
595,8.8875,9.4125,-1.409680,8.8875,5.00
596,8.6500,9.4125,-1.548030,8.6500,5.00
597,8.6500,9.4125,-1.331717,8.6500,10.00
598,8.7375,9.4125,-1.205898,8.7375,12.50
599,8.8500,9.4125,-1.423312,8.8500,2.50
600,8.8875,9.4125,-1.304026,8.8875,7.50
601,8.6000,9.4125,-1.505612,8.6000,0.00
602,9.1750,9.4125,-1.233709,9.1750,10.00
603,9.0875,9.4125,-1.147190,9.0875,7.50
604,9.1500,9.4125,-1.048447,9.1500,2.50
605,8.9750,9.4125,-1.190413,8.9750,2.50
606,8.6625,9.4125,-1.144346,8.6625,7.50
607,8.8500,9.4125,-1.214198,8.8500,7.50
608,8.8625,9.4125,-1.229376,8.8625,7.50
609,8.5500,9.4125,-1.311290,8.5500,7.50
610,9.0750,9.4125,-0.944365,9.0750,10.00
611,9.1375,9.4125,-1.171216,9.1375,0.00
612,9.0500,9.4125,-1.225271,9.0500,2.50
613,9.1875,9.4125,-1.375851,9.1875,0.00
614,8.6250,9.4125,-1.421276,8.6250,7.50
615,8.7750,9.4125,-1.457392,8.7750,2.50
616,9.0000,9.4125,-1.309560,9.0000,5.00
617,9.1125,9.4125,-1.363119,9.1125,0.00
618,9.3250,9.4125,-1.323753,9.3250,0.00
619,9.1125,9.4125,-1.252570,9.1125,2.50
620,9.0375,9.4125,-1.144045,9.0375,5.00
621,8.7500,9.4125,-1.163396,8.7500,7.50
622,8.7500,9.4125,-1.269500,8.7500,5.00
623,9.1250,9.4125,-1.161806,9.1250,2.50
624,8.7250,9.4125,-1.067136,8.7250,2.50
625,9.0500,9.4125,-1.117178,9.0500,5.00
626,8.9625,9.4125,-1.289455,8.9625,2.50
627,9.1000,9.4125,-1.153188,9.1000,2.50
628,8.8250,9.4125,-1.100114,8.8250,10.00
629,8.9875,9.4125,-1.195064,8.9875,10.00
630,8.8875,9.4125,-1.163047,8.8875,7.50
631,8.9250,9.4125,-1.105155,8.9250,7.50
632,8.7375,9.4125,-1.343893,8.7375,2.50
633,8.8875,9.4125,-1.203380,8.8875,2.50
634,9.1625,9.4125,-1.065520,9.1625,2.50
635,8.9500,9.4125,-1.197115,8.9500,7.50
636,8.9625,9.4125,-1.114216,8.9625,10.00
637,8.7750,9.4125,-1.015314,8.7750,7.50
638,8.7125,9.4125,-0.971775,8.7125,12.50
639,8.6375,9.4125,-1.207822,8.6375,10.00
640,8.8375,9.4125,-1.146553,8.8375,10.00
641,8.5500,9.4125,-1.132749,8.5500,12.50
642,9.0500,9.4125,-1.134237,9.0500,5.00
643,8.4500,9.4125,-1.211444,8.4500,10.00
644,8.7875,9.4125,-1.340254,8.7875,5.00
645,8.9375,9.4125,-1.335656,8.9375,10.00
646,8.9750,9.4125,-1.526191,8.9750,2.50
647,8.8625,9.4125,-1.680706,8.8625,5.00
648,9.0625,9.4125,-1.422989,9.0625,2.50
649,8.8125,9.4125,-1.360741,8.8125,5.00
650,9.0125,9.4125,-1.488690,9.0125,0.00
651,8.5875,9.4125,-1.453010,8.5875,2.50
652,8.8625,9.4125,-1.448777,8.8625,2.50
653,9.0625,9.4125,-1.398986,9.0625,0.00
654,8.7250,9.4125,-1.478427,8.7250,0.00
655,8.7625,9.4125,-1.463682,8.7625,2.50
656,8.9250,9.4125,-1.442259,8.9250,2.50
657,9.0000,9.4125,-1.463325,9.0000,5.00
658,8.7875,9.4125,-1.532226,8.7875,2.50
659,8.7625,9.4125,-1.422252,8.7625,5.00
660,8.7500,9.4125,-1.415326,8.7500,0.00
661,8.8000,9.4125,-1.206956,8.8000,5.00
662,9.1125,9.4125,-1.322685,9.1125,2.50
663,8.6500,9.4125,-1.422052,8.6500,5.00
664,8.4500,9.4125,-1.531831,8.4500,7.50
665,8.6875,9.4125,-1.480244,8.6875,0.00
666,8.7875,9.4125,-1.504868,8.7875,2.50
667,8.6875,9.4125,-1.511905,8.6875,5.00
668,8.6875,9.4125,-1.513960,8.6875,2.50
669,8.7125,9.4125,-1.441696,8.7125,5.00
670,8.4375,9.4125,-1.497054,8.4375,2.50
671,8.8500,9.4125,-1.569074,8.8500,2.50
672,8.9625,9.4125,-1.431673,8.9625,5.00
673,9.2375,9.4125,-1.466459,9.2375,0.00
674,8.9125,9.4125,-1.486099,8.9125,2.50
675,8.9125,9.4125,-1.427585,8.9125,0.00
676,8.9000,9.4125,-1.410674,8.9000,2.50
677,8.4500,9.4125,-1.516298,8.4500,2.50
678,8.6125,9.4125,-1.508324,8.6125,0.00
679,9.1750,9.4125,-1.510666,9.1750,0.00
680,8.7750,9.4125,-1.430612,8.7750,2.50
681,8.8125,9.4125,-1.620905,8.8125,5.00
682,9.1625,9.4125,-1.473905,9.1625,0.00
683,8.6500,9.4125,-1.454738,8.6500,5.00
684,8.6625,9.4125,-1.519540,8.6625,0.00
685,8.9625,9.4125,-1.362256,8.9625,5.00
686,8.7625,9.4125,-1.516330,8.7625,0.00
687,9.0750,9.4125,-1.424444,9.0750,0.00
688,8.4125,9.4125,-1.520536,8.4125,2.50
689,8.6000,9.4125,-1.433111,8.6000,2.50
690,8.8625,9.4125,-1.435106,8.8625,0.00
691,8.6750,9.4125,-1.457938,8.6750,7.50
692,8.8375,9.4125,-1.405472,8.8375,0.00
693,8.9875,9.4125,-1.326398,8.9875,5.00
694,8.5875,9.4125,-1.318236,8.5875,5.00
695,8.8000,9.4125,-1.520059,8.8000,2.50
696,8.6125,9.4125,-1.490956,8.6125,5.00
697,9.0250,9.4125,-1.366880,9.0250,2.50
698,8.9625,9.4125,-1.433353,8.9625,2.50
699,8.9250,9.4125,-1.352350,8.9250,2.50
700,9.0875,9.4125,-1.349435,9.0875,5.00
701,8.9125,9.4125,-1.276976,8.9125,0.00
702,8.7750,9.4125,-1.265005,8.7750,5.00
703,8.9875,9.4125,-1.194174,8.9875,0.00
704,9.1375,9.4125,-1.475718,9.1375,2.50
705,8.8625,9.4125,-1.245184,8.8625,7.50
706,8.6250,9.4125,-1.219417,8.6250,12.50
707,8.7500,9.4125,-1.289437,8.7500,7.50
708,8.9875,9.4125,-1.425940,8.9875,0.00
709,8.9750,9.4125,-1.292219,8.9750,2.50
710,8.8750,9.4125,-1.359223,8.8750,2.50
711,8.7125,9.4125,-1.524202,8.7125,2.50
712,8.8375,9.4125,-1.364427,8.8375,7.50
713,9.1625,9.4125,-1.442098,9.1625,2.50
714,8.8375,9.4125,-1.476471,8.8375,2.50
715,8.8625,9.4125,-1.455344,8.8625,0.00
716,8.8500,9.4125,-1.477410,8.8500,0.00
717,9.0500,9.4125,-1.291723,9.0500,7.50
718,8.5875,9.4125,-1.646065,8.5875,5.00
719,9.0250,9.4125,-1.437096,9.0250,0.00
720,8.8875,9.4125,-1.492110,8.8875,0.00
721,9.0000,9.4125,-1.508802,9.0000,5.00
722,8.7250,9.4125,-1.468651,8.7250,0.00
723,9.0500,9.4125,-1.347486,9.0500,0.00
724,8.9125,9.4125,-1.425931,8.9125,7.50
725,8.5250,9.4125,-1.612055,8.5250,2.50
726,8.9125,9.4125,-1.372672,8.9125,2.50
727,8.9875,9.4125,-1.487475,8.9875,2.50
728,8.5875,9.4125,-1.433512,8.5875,2.50
729,8.6500,9.4125,-1.444564,8.6500,0.00
730,9.2000,9.4125,-1.475207,9.2000,0.00
731,9.1500,9.4125,-1.271098,9.1500,0.00
732,8.9625,9.4125,-1.340535,8.9625,2.50
733,8.6125,9.4125,-1.651045,8.6125,0.00
734,9.2500,9.4125,-1.321530,9.2500,2.50
735,9.0250,9.4125,-1.370789,9.0250,0.00
736,9.0125,9.4125,-1.439270,9.0125,0.00
737,8.9375,9.4125,-1.299652,8.9375,2.50
738,8.9875,9.4125,-1.220801,8.9875,5.00
739,9.3125,9.4125,-1.389381,9.3125,0.00
740,8.9750,9.4125,-1.361472,8.9750,0.00
741,8.7500,9.4125,-1.384010,8.7500,2.50
742,9.4375,9.4375,-1.162536,9.4375,2.50
743,8.9875,9.4375,-1.343030,8.9875,2.50
744,8.9250,9.4375,-1.353769,8.9250,5.00
745,8.9625,9.4375,-1.430725,8.9625,0.00
746,8.8625,9.4375,-1.377542,8.8625,2.50
747,8.9625,9.4375,-1.372774,8.9625,0.00
748,8.9750,9.4375,-1.467151,8.9750,0.00
749,8.8875,9.4375,-1.432725,8.8875,5.00
750,9.1750,9.4375,-1.284341,9.1750,0.00
751,8.8875,9.4375,-1.298841,8.8875,12.50
752,8.5250,9.4375,-1.468367,8.5250,2.50
753,8.7250,9.4375,-1.469964,8.7250,0.00
754,9.2625,9.4375,-1.533808,9.2625,0.00
755,8.9500,9.4375,-1.496729,8.9500,2.50
756,8.9500,9.4375,-1.446745,8.9500,2.50
757,9.0375,9.4375,-1.464306,9.0375,5.00
758,9.0875,9.4375,-1.262786,9.0875,5.00
759,8.5875,9.4375,-1.333212,8.5875,15.00
760,9.1250,9.4375,-1.220395,9.1250,2.50
761,9.1125,9.4375,-1.396505,9.1125,5.00
762,9.1500,9.4375,-1.185053,9.1500,2.50
763,9.4375,9.4375,-1.224275,9.4375,5.00
764,8.6500,9.4375,-1.167516,8.6500,7.50
765,9.0625,9.4375,-1.124191,9.0625,2.50
766,8.6000,9.4375,-1.291536,8.6000,7.50
767,8.9875,9.4375,-1.216144,8.9875,7.50
768,8.6375,9.4375,-1.136649,8.6375,10.00
769,8.7625,9.4375,-1.240406,8.7625,5.00
770,8.7250,9.4375,-1.246409,8.7250,5.00
771,8.9625,9.4375,-1.310412,8.9625,5.00
772,9.1875,9.4375,-1.589363,9.1875,0.00
773,8.9375,9.4375,-1.291546,8.9375,0.00
774,9.1375,9.4375,-1.272319,9.1375,2.50
775,9.0750,9.4375,-1.270061,9.0750,5.00
776,8.7375,9.4375,-1.245342,8.7375,10.00
777,9.1625,9.4375,-1.342706,9.1625,0.00
778,9.0250,9.4375,-1.242104,9.0250,5.00
779,8.4625,9.4375,-1.537547,8.4625,2.50
780,8.6625,9.4375,-1.426117,8.6625,2.50
781,8.8750,9.4375,-1.401996,8.8750,5.00
782,9.3375,9.4375,-1.371507,9.3375,0.00
783,8.8625,9.4375,-1.466566,8.8625,2.50
784,8.9500,9.4375,-1.488036,8.9500,2.50
785,9.3500,9.4375,-1.328052,9.3500,0.00
786,8.5625,9.4375,-1.487644,8.5625,0.00
787,8.9500,9.4375,-1.420489,8.9500,0.00
788,9.4250,9.4375,-1.296472,9.4250,0.00
789,8.4125,9.4375,-1.483121,8.4125,0.00
790,8.5250,9.4375,-1.453534,8.5250,2.50
791,8.8000,9.4375,-1.412647,8.8000,0.00
792,9.0500,9.4375,-1.359260,9.0500,0.00
793,8.7875,9.4375,-1.489270,8.7875,2.50
794,8.7000,9.4375,-1.414660,8.7000,5.00
795,8.7000,9.4375,-1.397288,8.7000,2.50
796,9.1250,9.4375,-1.308861,9.1250,5.00
797,8.7875,9.4375,-1.567341,8.7875,5.00
798,8.9750,9.4375,-1.548715,8.9750,7.50
799,8.6750,9.4375,-1.339791,8.6750,5.00
800,8.8500,9.4375,-1.595166,8.8500,2.50
801,9.1250,9.4375,-1.224869,9.1250,0.00
802,8.9875,9.4375,-1.388005,8.9875,2.50
803,8.9250,9.4375,-1.367454,8.9250,5.00
804,9.0250,9.4375,-1.311976,9.0250,2.50
805,9.5375,9.5375,-1.300601,9.5375,2.50
806,8.8375,9.5375,-1.470335,8.8375,2.50
807,9.2000,9.5375,-1.209846,9.2000,2.50
808,9.1750,9.5375,-1.403892,9.1750,5.00
809,9.5375,9.5375,-1.276347,9.5375,0.00
810,8.7375,9.5375,-1.385636,8.7375,5.00
811,9.3500,9.5375,-1.350137,9.3500,0.00
812,9.0000,9.5375,-1.215720,9.0000,5.00
813,9.1625,9.5375,-1.361902,9.1625,0.00
814,9.4250,9.5375,-1.238529,9.4250,2.50
815,9.3375,9.5375,-1.342233,9.3375,0.00
816,9.0000,9.5375,-1.230198,9.0000,2.50
817,9.0500,9.5375,-1.379530,9.0500,0.00
818,8.8250,9.5375,-1.368627,8.8250,5.00
819,9.2000,9.5375,-1.305821,9.2000,2.50
820,8.8125,9.5375,-1.337640,8.8125,5.00
821,9.1500,9.5375,-1.395128,9.1500,2.50
822,8.9750,9.5375,-1.259052,8.9750,5.00
823,9.0125,9.5375,-1.344270,9.0125,5.00
824,9.3625,9.5375,-1.233773,9.3625,2.50
825,8.7625,9.5375,-1.392102,8.7625,5.00
826,9.2625,9.5375,-1.318669,9.2625,0.00
827,9.4750,9.5375,-1.292720,9.4750,2.50
828,9.1125,9.5375,-1.273116,9.1125,5.00
829,9.1875,9.5375,-1.167132,9.1875,5.00
830,8.7625,9.5375,-1.252221,8.7625,10.00
831,8.9250,9.5375,-1.214097,8.9250,7.50
832,9.0250,9.5375,-1.303558,9.0250,5.00
833,9.0500,9.5375,-1.147818,9.0500,5.00
834,8.9625,9.5375,-1.246081,8.9625,5.00
835,8.9875,9.5375,-1.174171,8.9875,7.50
836,8.8000,9.5375,-1.325126,8.8000,7.50
837,8.5875,9.5375,-1.102834,8.5875,10.00
838,9.1625,9.5375,-1.084787,9.1625,7.50
839,9.1750,9.5375,-1.277240,9.1750,0.00
840,9.1750,9.5375,-1.235670,9.1750,0.00
841,9.1250,9.5375,-1.242543,9.1250,5.00
842,8.9375,9.5375,-1.209337,8.9375,2.50
843,9.1750,9.5375,-1.207064,9.1750,2.50
844,8.9250,9.5375,-1.062847,8.9250,7.50
845,8.8875,9.5375,-1.078691,8.8875,7.50
846,9.3375,9.5375,-1.357518,9.3375,0.00
847,9.3875,9.5375,-1.101191,9.3875,2.50
848,8.9750,9.5375,-1.294037,8.9750,7.50
849,8.8000,9.5375,-1.367347,8.8000,2.50
850,9.0000,9.5375,-1.097650,9.0000,5.00
851,9.1875,9.5375,-0.918379,9.1875,5.00
852,9.2250,9.5375,-1.135074,9.2250,0.00
853,8.7500,9.5375,-1.235737,8.7500,7.50
854,9.0875,9.5375,-0.962017,9.0875,5.00
855,8.6750,9.5375,-1.296765,8.6750,10.00
856,8.9375,9.5375,-1.153377,8.9375,2.50
857,8.8000,9.5375,-1.098948,8.8000,5.00
858,8.7500,9.5375,-1.130539,8.7500,10.00
859,9.1375,9.5375,-1.354872,9.1375,2.50
860,9.1500,9.5375,-1.095406,9.1500,5.00
861,8.5750,9.5375,-1.283035,8.5750,10.00
862,9.1500,9.5375,-1.047986,9.1500,7.50
863,9.4500,9.5375,-1.313350,9.4500,0.00
864,9.3000,9.5375,-1.107299,9.3000,7.50
865,9.0500,9.5375,-1.011305,9.0500,10.00
866,9.1250,9.5375,-1.197186,9.1250,2.50
867,8.9125,9.5375,-1.282661,8.9125,2.50
868,9.2000,9.5375,-1.135426,9.2000,5.00
869,9.1375,9.5375,-1.231075,9.1375,2.50
870,9.1125,9.5375,-1.300642,9.1125,0.00
871,9.0250,9.5375,-1.140042,9.0250,7.50
872,9.0750,9.5375,-1.265872,9.0750,5.00
873,8.9875,9.5375,-1.156255,8.9875,7.50
874,8.9000,9.5375,-1.132700,8.9000,10.00
875,9.0750,9.5375,-1.195677,9.0750,2.50
876,9.3000,9.5375,-1.345659,9.3000,5.00
877,8.9375,9.5375,-1.272129,8.9375,0.00
878,8.9250,9.5375,-1.240479,8.9250,7.50
879,9.0500,9.5375,-1.257050,9.0500,2.50
880,9.5000,9.5375,-1.135426,9.5000,2.50
881,9.1125,9.5375,-1.166910,9.1125,10.00
882,9.5000,9.5375,-1.204288,9.5000,0.00
883,9.0000,9.5375,-1.196273,9.0000,5.00
884,9.1000,9.5375,-1.244283,9.1000,2.50
885,9.4375,9.5375,-1.067713,9.4375,5.00
886,9.5000,9.5375,-1.140740,9.5000,2.50
887,9.4250,9.5375,-1.212125,9.4250,0.00
888,9.5125,9.5375,-1.146602,9.5125,2.50
889,9.1250,9.5375,-1.170939,9.1250,5.00
890,9.1625,9.5375,-1.155009,9.1625,2.50
891,9.3125,9.5375,-1.235838,9.3125,5.00
892,9.3375,9.5375,-1.285729,9.3375,0.00
893,9.3625,9.5375,-1.177585,9.3625,2.50
894,9.1500,9.5375,-1.239185,9.1500,0.00
895,8.9500,9.5375,-1.185050,8.9500,7.50
896,9.3625,9.5375,-1.256787,9.3625,0.00
897,9.5250,9.5375,-1.211071,9.5250,0.00
898,9.2500,9.5375,-1.306722,9.2500,0.00
899,9.2375,9.5375,-1.304251,9.2375,0.00
900,9.5125,9.5375,-1.149735,9.5125,0.00
901,9.3625,9.5375,-1.246312,9.3625,0.00
902,9.4250,9.5375,-1.300647,9.4250,0.00
903,9.1250,9.5375,-1.251037,9.1250,2.50
904,8.9500,9.5375,-1.238902,8.9500,5.00
905,9.4500,9.5375,-1.228529,9.4500,0.00
906,9.2625,9.5375,-1.201687,9.2625,2.50
907,9.1750,9.5375,-1.170498,9.1750,5.00
908,9.3125,9.5375,-1.200557,9.3125,5.00
909,9.1500,9.5375,-1.250489,9.1500,5.00
910,9.0250,9.5375,-1.316903,9.0250,2.50
911,9.5500,9.5500,-1.221391,9.5500,2.50
912,8.8125,9.5500,-1.401896,8.8125,0.00
913,8.9000,9.5500,-1.427791,8.9000,0.00
914,9.0625,9.5500,-1.270581,9.0625,10.00
915,9.1500,9.5500,-1.301384,9.1500,7.50
916,9.1000,9.5500,-1.347799,9.1000,5.00
917,9.2250,9.5500,-1.281853,9.2250,2.50
918,9.2625,9.5500,-1.336647,9.2625,0.00
919,8.9500,9.5500,-1.415999,8.9500,7.50
920,9.1625,9.5500,-1.478925,9.1625,0.00
921,9.1625,9.5500,-1.436664,9.1625,2.50
922,9.4000,9.5500,-1.363903,9.4000,0.00
923,8.7875,9.5500,-1.386940,8.7875,2.50
924,9.1375,9.5500,-1.306106,9.1375,5.00
925,8.9000,9.5500,-1.320761,8.9000,5.00
926,9.2875,9.5500,-1.239945,9.2875,2.50
927,9.2000,9.5500,-1.293487,9.2000,2.50
928,8.8625,9.5500,-1.301327,8.8625,10.00
929,8.9125,9.5500,-1.313368,8.9125,5.00
930,9.1375,9.5500,-1.290915,9.1375,5.00
931,9.1250,9.5500,-1.244004,9.1250,2.50
932,8.9500,9.5500,-1.354035,8.9500,2.50
933,9.1000,9.5500,-1.292475,9.1000,7.50
934,9.1500,9.5500,-1.276611,9.1500,2.50
935,8.8375,9.5500,-1.403173,8.8375,0.00
936,9.3375,9.5500,-1.240280,9.3375,2.50
937,8.8500,9.5500,-1.378166,8.8500,2.50
938,9.1250,9.5500,-1.309105,9.1250,0.00
939,8.8750,9.5500,-1.310971,8.8750,2.50
940,8.8625,9.5500,-1.276782,8.8625,5.00
941,9.0125,9.5500,-1.340004,9.0125,5.00
942,8.6375,9.5500,-1.397434,8.6375,7.50
943,9.1125,9.5500,-1.283776,9.1125,0.00
944,8.9250,9.5500,-1.362982,8.9250,10.00
945,9.1875,9.5500,-1.250250,9.1875,5.00
946,9.1500,9.5500,-1.386538,9.1500,0.00
947,8.8625,9.5500,-1.407797,8.8625,7.50
948,8.4500,9.5500,-1.424971,8.4500,5.00
949,8.6750,9.5500,-1.380550,8.6750,2.50
950,8.7500,9.5500,-1.450244,8.7500,0.00
951,9.1000,9.5500,-1.316163,9.1000,2.50
952,9.0125,9.5500,-1.425492,9.0125,2.50
953,8.8625,9.5500,-1.330879,8.8625,2.50
954,8.6000,9.5500,-1.395687,8.6000,0.00
955,8.5875,9.5500,-1.455163,8.5875,5.00
956,8.7125,9.5500,-1.407789,8.7125,0.00
957,8.5625,9.5500,-1.450893,8.5625,2.50
958,8.7625,9.5500,-1.401188,8.7625,5.00
959,8.8875,9.5500,-1.393180,8.8875,7.50
960,8.7875,9.5500,-1.430915,8.7875,0.00
961,9.1625,9.5500,-1.543670,9.1625,5.00
962,9.2125,9.5500,-1.368552,9.2125,2.50
963,8.3500,9.5500,-1.542626,8.3500,0.00
964,9.1250,9.5500,-1.336912,9.1250,2.50
965,8.6500,9.5500,-1.489146,8.6500,5.00
966,9.0250,9.5500,-1.356024,9.0250,5.00
967,9.1625,9.5500,-1.371522,9.1625,2.50
968,9.0125,9.5500,-1.322169,9.0125,2.50
969,8.9500,9.5500,-1.317205,8.9500,0.00
970,9.2875,9.5500,-1.399440,9.2875,2.50
971,9.1625,9.5500,-1.267278,9.1625,2.50
972,8.9250,9.5500,-1.362466,8.9250,0.00
973,9.0000,9.5500,-1.345541,9.0000,2.50
974,8.9875,9.5500,-1.505468,8.9875,5.00
975,9.2625,9.5500,-1.244529,9.2625,2.50
976,8.5875,9.5500,-1.464037,8.5875,5.00
977,9.0125,9.5500,-1.300552,9.0125,2.50
978,8.9125,9.5500,-1.328962,8.9125,0.00
979,9.0750,9.5500,-1.236486,9.0750,7.50
980,8.6875,9.5500,-1.411659,8.6875,0.00
981,9.5500,9.5500,-1.203193,9.5500,0.00
982,9.0125,9.5500,-1.571548,9.0125,0.00
983,8.8625,9.5500,-1.375563,8.8625,2.50
984,8.8125,9.5500,-1.444256,8.8125,0.00
985,8.8625,9.5500,-1.396597,8.8625,5.00
986,8.9375,9.5500,-1.353559,8.9375,0.00
987,8.6000,9.5500,-1.447731,8.6000,5.00
988,8.9750,9.5500,-1.484254,8.9750,0.00
989,8.9875,9.5500,-1.276033,8.9875,2.50
990,9.0750,9.5500,-1.354330,9.0750,2.50
991,9.1250,9.5500,-1.259090,9.1250,2.50
992,8.6750,9.5500,-1.428206,8.6750,2.50
993,9.0000,9.5500,-1.310168,9.0000,7.50
994,9.2875,9.5500,-1.331575,9.2875,0.00
995,9.0875,9.5500,-1.283560,9.0875,2.50
996,8.9125,9.5500,-1.367471,8.9125,2.50
997,8.8250,9.5500,-1.453542,8.8250,2.50
998,9.3500,9.5500,-1.300821,9.3500,0.00
999,9.1875,9.5500,-1.353980,9.1875,2.50
1000,9.3625,9.5500,-1.213700,9.3625,0.00
1001,9.3625,9.5500,-1.066168,9.3625,5.00
1002,9.2750,9.5500,-1.112688,9.2750,0.00
1003,9.1875,9.5500,-1.272564,9.1875,5.00
1004,9.2125,9.5500,-1.340416,9.2125,0.00
1005,9.2000,9.5500,-1.156569,9.2000,7.50
1006,9.1500,9.5500,-1.265833,9.1500,2.50
1007,9.6625,9.6625,-1.051760,9.6625,0.00
1008,9.4375,9.6625,-1.166316,9.4375,0.00
1009,9.3500,9.6625,-1.170377,9.3500,2.50
1010,9.1875,9.6625,-1.315984,9.1875,2.50
1011,8.7375,9.6625,-1.470049,8.7375,2.50
1012,9.4750,9.6625,-1.162204,9.4750,2.50
1013,9.1375,9.6625,-1.280541,9.1375,2.50
1014,9.3750,9.6625,-1.143007,9.3750,0.00
1015,9.4750,9.6625,-1.203746,9.4750,0.00
1016,9.3875,9.6625,-1.364143,9.3875,0.00
1017,9.1250,9.6625,-1.216671,9.1250,0.00
1018,9.4750,9.6625,-1.160621,9.4750,2.50
1019,9.4750,9.6625,-1.116958,9.4750,0.00
1020,9.3750,9.6625,-1.185155,9.3750,0.00
1021,9.0000,9.6625,-1.304076,9.0000,5.00
1022,8.8750,9.6625,-1.563572,8.8750,0.00
1023,9.3875,9.6625,-1.151396,9.3875,2.50
1024,9.3750,9.6625,-1.190223,9.3750,5.00
