Epoch,Average_Reward,Best_Reward,Loss,Marginal_Gains,Duplicate_Rate
252,7.6250,8.2750,2.159557,5.1250,5.00
253,7.0250,8.2750,0.830496,5.7750,2.50
254,6.5250,8.2750,0.732418,1.5250,10.00
255,6.9500,8.2750,1.025371,1.9500,10.00
256,7.9250,8.2750,1.798700,2.9250,10.00
257,6.8250,8.2750,-0.651159,6.8250,0.00
258,6.7250,8.2750,-0.185770,4.2250,5.00
259,6.2500,8.2750,0.274670,2.5000,7.50
260,6.5500,8.2750,-0.126740,5.3000,2.50
261,7.5750,8.2750,-0.313180,6.3250,2.50
262,7.6750,8.2750,0.819610,5.1750,5.00
263,7.5250,8.2750,0.969513,3.7750,7.50
264,8.0750,8.2750,1.022690,5.5750,5.00
265,6.8000,8.2750,0.594196,4.3000,5.00
266,7.1375,8.2750,1.490814,4.6375,5.00
267,7.0250,8.2750,1.708025,4.5250,5.00
268,7.4375,8.2750,0.905027,2.4375,10.00
269,7.3125,8.2750,0.922406,6.0625,2.50
270,7.1125,8.2750,1.286965,2.1125,10.00
271,6.9875,8.2750,2.010736,3.2375,7.50
272,7.7500,8.2750,-0.402804,1.5000,12.50
273,8.2250,8.2750,1.994607,6.9750,2.50
274,7.6000,8.2750,1.424460,6.3500,2.50
275,7.6375,8.2750,1.291760,5.1375,5.00
276,7.4250,8.2750,-0.525919,1.1750,12.50
277,7.2000,8.2750,0.838426,2.2000,10.00
278,7.8375,8.2750,-0.745956,5.3375,5.00
279,7.1875,8.2750,2.278578,2.1875,10.00
280,7.5000,8.2750,-0.181882,-0.0000,15.00
281,8.0750,8.2750,0.597504,6.8250,2.50
282,7.4000,8.2750,3.536198,2.4000,10.00
283,7.9500,8.2750,3.824797,2.9500,10.00
284,8.1625,8.2750,3.049605,4.4125,7.50
285,7.3125,8.2750,0.577034,1.0625,12.50
286,7.4500,8.2750,3.181539,-2.5500,20.00
287,8.1000,8.2750,2.791031,5.6000,5.00
288,7.1875,8.2750,2.984624,3.4375,7.50
289,6.8875,8.2750,1.041382,-0.6125,15.00
290,7.2750,8.2750,2.511953,1.0250,12.50
291,6.9750,8.2750,1.811735,1.9750,10.00
292,8.5250,8.5250,0.807641,3.5250,10.00
293,8.4375,8.5250,1.915278,4.6875,7.50
294,6.7250,8.5250,2.453107,-3.2750,20.00
295,7.4125,8.5250,2.197881,-1.3375,17.50
296,8.0750,8.5250,1.218075,5.5750,5.00
297,7.5750,8.5250,1.766075,2.5750,10.00
298,7.4500,8.5250,2.504827,2.4500,10.00
299,7.8750,8.5250,3.466041,4.1250,7.50
300,7.8875,8.5250,0.806253,-2.1125,20.00
301,8.1000,8.5250,0.943414,1.8500,12.50
302,7.3875,8.5250,0.896493,6.1375,2.50
303,8.3625,8.5250,3.655067,5.8625,5.00
304,7.6375,8.5250,3.011537,1.3875,12.50
305,8.3500,8.5250,1.231031,4.6000,7.50
306,8.1125,8.5250,1.326802,3.1125,10.00
307,7.9500,8.5250,1.461498,4.2000,7.50
308,7.6500,8.5250,2.184927,1.4000,12.50
309,8.2250,8.5250,1.253598,3.2250,10.00
310,7.8500,8.5250,2.125940,1.6000,12.50
311,7.6500,8.5250,2.366430,2.6500,10.00
312,7.5250,8.5250,1.260530,2.5250,10.00
313,7.5500,8.5250,1.873736,2.5500,10.00
314,7.6375,8.5250,1.403417,2.6375,10.00
315,8.3750,8.5250,2.967536,3.3750,10.00
316,7.6500,8.5250,2.070057,5.1500,5.00
317,8.3875,8.5250,1.766483,3.3875,10.00
318,7.2750,8.5250,2.038080,-0.2250,15.00
319,8.1500,8.5250,2.027692,4.4000,7.50
320,7.6625,8.5250,1.947473,-1.0875,17.50
321,7.5750,8.5250,2.734891,1.3250,12.50
322,8.1500,8.5250,0.444855,0.6500,15.00
323,7.8500,8.5250,0.690315,-0.9000,17.50
324,7.5500,8.5250,1.041087,2.5500,10.00
325,7.4750,8.5250,2.249659,1.2250,12.50
326,7.7875,8.5250,2.014178,0.2875,15.00
327,8.5000,8.5250,1.266761,4.7500,7.50
328,7.4375,8.5250,2.630862,1.1875,12.50
329,7.7000,8.5250,2.418211,2.7000,10.00
330,7.9750,8.5250,2.222261,2.9750,10.00
331,7.1500,8.5250,1.358569,-0.3500,15.00
332,7.8375,8.5250,2.471941,2.8375,10.00
333,7.7125,8.5250,2.512710,0.2125,15.00
334,7.2625,8.5250,1.771955,-0.2375,15.00
335,7.4000,8.5250,4.435282,-0.1000,15.00
336,7.5500,8.5250,2.967358,1.3000,12.50
337,7.7625,8.5250,0.470522,5.2625,5.00
338,7.4250,8.5250,2.218456,-1.3250,17.50
339,8.6750,8.6750,2.082107,2.4250,12.50
340,8.1750,8.6750,1.776627,3.1750,10.00
341,8.7500,8.7500,2.683882,1.2500,15.00
342,7.9500,8.7500,2.469348,5.4500,5.00
343,7.9000,8.7500,2.543054,1.6500,12.50
344,7.9500,8.7500,2.394783,0.4500,15.00
345,7.8875,8.7500,0.669040,0.3875,15.00
346,8.6250,8.7500,3.196191,1.1250,15.00
